"日期","上座率","场均人次","票房占比","电影ID","电影名字","已上映天数","排片场次","排片占比","当日票房","当日总出票","当日总场次","出品国家","电影类别1","电影类别2","电影类别3","电影评分","男性占比","女性占比","节假日"
"1114","0.20%","0.2","<0.1%","344160","我爸没说的那件事","上映12天","493","0.10%","0.48","64.9万","31.3万","中国","剧情",,,"9","0.376 ","0.376 ",
"1114","0.40%","0.4","<0.1%","1281466","最好的相遇","上映26天","276","<0.1%","0.42","64.9万","31.3万","中国
","爱情","剧情",,,"0.261 ","0.261 ",
"1114","2.00%","72.5","<0.1%","1351501","水让我重生","上映24天","2","<0.1%","0.36","64.9万","31.3万","中国
","纪录片",,,,"0.352 ","0.352 ",
"1114","48.30%","57","<0.1%","1510511","我向星星许个愿","上映5天","2","<0.1%","0.34","64.9万","31.3万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"1114","0.90%","1.2","<0.1%","1491079","替身纸人","上映33天","86","<0.1%","0.33","64.9万","31.3万","中国
","恐怖","惊悚",,,"0.378 ","0.378 ",
"1114","9.50%","11.3","<0.1%","1395080","花开那年","上映26天","8","<0.1%","0.32","64.9万","31.3万","中国
","剧情","励志",,,"0.371 ","0.371 ",
"1114","0.30%","0.5","<0.1%","337182","思念爱","上映4天","118","<0.1%","0.17","64.9万","31.3万","中国","剧情","爱情",,,"0.350 ","0.350 ",
"1114","0.50%","0.7","<0.1%","1502534","看不见的顶峰","上映19天","66","<0.1%","0.17","64.9万","31.3万","中国
","冒险","运动","家庭",,"0.360 ","0.360 ",
"1114","0.50%","0.7","<0.1%","341244","敢死队4：最终章","上映61天","69","<0.1%","0.13","64.9万","31.3万","美国
","动作","冒险",,"8","0.699 ","0.699 ",
"1114","0.50%","0.5","<0.1%","1303089","我是哪吒2之英雄归来","上映47天","71","<0.1%","0.12","64.9万","31.3万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ",
"1114","0.00%","<0.1","<0.1%","1504629","朱英国","上映2天","719","0.20%","0.1","64.9万","31.3万","中国
","剧情","传记",,,"0.412 ","0.412 ",
"1114","5.10%","12","<0.1%","1413218","我的姐妹是网红之追梦花","上映19天","3","<0.1%","0.09","64.9万","31.3万","中国
","励志","喜剧",,,"0.370 ","0.370 ",
"1114","0.30%","0.1","<0.1%","1369676","普通男女","上映12天","166","<0.1%","0.08","64.9万","31.3万","中国
","剧情","家庭",,"8","0.301 ","0.301 ",
"1114","0.10%","0.2","<0.1%","1199751","失而复得","上映18天","55","<0.1%","0.05","64.9万","31.3万","中国
","喜剧","犯罪","悬疑",,"0.278 ","0.278 ",
"1114","0.20%","0.4","<0.1%","1432927","鹦鹉杀","上映61天","18","<0.1%","0.03","64.9万","31.3万","中国
","犯罪","悬疑",,,"0.229 ","0.229 ",
"1114","0.00%","0.2","<0.1%","1462687","小美人鱼之大海怪传说","重映47天","36","<0.1%","0.02","64.9万","31.3万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ",
"1114","0.90%","1","<0.1%","1368974","永安镇故事集","上映68天","5","<0.1%","0.02","64.9万","31.3万","中国
","剧情","喜剧",,,"0.339 ","0.339 ",
"1114","0.20%","0.3","<0.1%","1226430","心愿房间","上映15天","25","<0.1%","0.02","64.9万","31.3万","法国
","剧情","奇幻","悬疑",,"0.318 ","0.318 ",
"1115","2.20%","3.1","40.90%","1466204","拯救嫌疑人","上映15天","81464","26.30%","1054.5","64.1万","30.9万","中国
","悬疑","犯罪","剧情","9","0.260 ","0.260 ",
"1115","2.10%","2.7","26.70%","1428129","无价之宝","上映6天","62876","20.30%","687.33","64.1万","30.9万","中国
","剧情","家庭",,"9","0.346 ","0.346 ",
"1115","0.50%","0.9","9.40%","1291784","惊奇队长2","上映6天","72165","23.30%","241.91","64.1万","30.9万","美国
","动作","冒险",,"6","0.538 ","0.538 ",
"1115","3.20%","3.4","4.20%","1431886","志愿军：雄兵出击","上映49天","8286","2.60%","110.13","64.1万","30.9万","中国
","剧情","历史","战争","10","0.465 ","0.465 ",
"1115","1.00%","1.1","3.80%","1425146","追缉","上映5天","27095","8.70%","98.89","64.1万","30.9万","中国","悬疑","犯罪",,"7","0.250 ","0.250 ",
"1115","1.10%","1.2","3.10%","1351563","河边的错误","上映26天","15299","4.90%","80.33","64.1万","30.9万","中国
","剧情","犯罪",,"8","0.212 ","0.212 ",
"1115","1.40%","1.5","2.70%","1371010","二手杰作","上映20天","12534","4.00%","71.11","64.1万","30.9万","中国
","剧情","喜剧",,"9","0.329 ","0.329 ",
"1115","1.60%","1.7","1.90%","1298384","坚如磐石","上映49天","6943","2.20%","49.98","64.1万","30.9万","中国
","剧情","犯罪","悬疑","9","0.419 ","0.419 ",
"1115","1.60%","1.6","1.30%","1405256","前任4：英年早婚","上映49天","5090","1.60%","34.18","64.1万","30.9万","中国
","爱情","喜剧",,"9","0.425 ","0.425 ",
"1115","1.50%","1.6","1.00%","1475035","莫斯科行动","上映48天","4075","1.30%","26.93","64.1万","30.9万","中国
","剧情","犯罪","动作","9","0.430 ","0.430 ",
"1115","22.80%","16.5","0.80%","1424022","白塔之光","上映20天","254","<0.1%","21.12","64.1万","30.9万","中国
","剧情",,,"8","0.325 ","0.325 ",
"1115","27.70%","20.9","0.60%","1398580","小马鞭","上映31天","195","<0.1%","16.35","64.1万","30.9万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"1115","27.70%","23.5","0.30%","1297875","家园·重返地球之战","上映13天","107","<0.1%","10.04","64.1万","30.9万","中国
","科幻","动作",,,"0.466 ","0.466 ",
"1115","67.30%","72","0.30%","1385972","觅渡","上映80天","40","<0.1%","9.47","64.1万","30.9万","中国
","历史","传记",,,"0.374 ","0.374 ",
"1115","0.40%","0.5","0.20%","1455531","迷你特工队之汉堡大作战","上映5天","4101","1.30%","6.46","64.1万","30.9万","中国
","动画",,,"8","0.190 ","0.190 ",
"1115","9.60%","27.7","0.10%","1199751","失而复得","上映19天","135","<0.1%","4.17","64.1万","30.9万","中国
","喜剧","犯罪","悬疑",,"0.278 ","0.278 ",
"1115","0.90%","1","0.10%","1457792","汪汪队立大功大电影2：超能大冒险","上映48天","1290","0.40%","3.76","64.1万","30.9万","美国","动画",,,"9","0.235 ","0.235 ",
"1115","1.00%","1.1","0.10%","1502343","画魔人","上映20天","835","0.20%","2.77","64.1万","30.9万","中国
","惊悚","恐怖",,,"0.383 ","0.383 ",
"1115","0.50%","0.6","<0.1%","1301084","困兽","上映20天","909","0.20%","1.87","64.1万","30.9万","中国","剧情","犯罪","警匪","7","0.309 ","0.309 ",
"1115","0.80%","0.9","<0.1%","1466176","好像也没那么热血沸腾","上映49天","497","0.10%","1.83","64.1万","30.9万","中国
","喜剧","剧情",,"9","0.381 ","0.381 ",
"1115","1.30%","1.3","<0.1%","1213095","珍·古道尔的传奇一生","上映30天","367","0.10%","1.82","64.1万","30.9万","美国
","纪录片","传记",,"9","0.247 ","0.247 ",
"1115","21.10%","27.3","<0.1%","1399197","樱桃崮下","上映27天","21","<0.1%","1.78","64.1万","30.9万","中国
","家庭",,,,"0.398 ","0.398 ",
"1115","0.60%","0.6","<0.1%","1338498","一个和四个","上映20天","620","0.20%","1.69","64.1万","30.9万","中国
","剧情","悬疑","犯罪","8","0.333 ","0.333 ",
"1115","10.30%","15.2","<0.1%","1455594","洋子的困惑","上映19天","21","<0.1%","1.07","64.1万","30.9万","中国
","剧情","家庭",,,"0.348 ","0.348 ",
"1115","0.00%","0.5","<0.1%","1504629","朱英国","上映3天","598","0.10%","0.99","64.1万","30.9万","中国
","剧情","传记",,,"0.412 ","0.412 ",
"1115","0.40%","0.4","<0.1%","1446243","贝肯熊：火星任务","上映49天","575","0.10%","0.87","64.1万","30.9万","中国
","喜剧","动画","冒险","9","0.265 ","0.265 ",
"1115","0.40%","7.6","<0.1%","1427875","故园飘梦","上映24天","44","<0.1%","0.87","64.1万","30.9万","中国
","剧情",,,,"0.447 ","0.447 ",
"1115","0.20%","0.3","<0.1%","344160","我爸没说的那件事","上映13天","511","0.10%","0.55","64.1万","30.9万","中国","剧情",,,"9","0.376 ","0.376 ",
"1115","1.60%","1.3","<0.1%","337182","思念爱","上映5天","106","<0.1%","0.53","64.1万","30.9万","中国","剧情","爱情",,,"0.350 ","0.350 ",
"1115","0.40%","0.4","<0.1%","1281466","最好的相遇","上映27天","304","<0.1%","0.5","64.1万","30.9万","中国
","爱情","剧情",,,"0.261 ","0.261 ",
"1115","12.10%","26","<0.1%","1395080","花开那年","上映27天","5","<0.1%","0.48","64.1万","30.9万","中国
","剧情","励志",,,"0.371 ","0.371 ",
"1115","1.00%","1.1","<0.1%","1491079","替身纸人","上映34天","112","<0.1%","0.36","64.1万","30.9万","中国
","恐怖","惊悚",,,"0.378 ","0.378 ",
"1115","4.70%","3.7","<0.1%","1349961","青春就这么过","上映5天","23","<0.1%","0.21","64.1万","30.9万","中国
","青春","励志",,,"0.468 ","0.468 ",
"1115","0.60%","0.6","<0.1%","1502534","看不见的顶峰","上映20天","71","<0.1%","0.16","64.1万","30.9万","中国
","冒险","运动","家庭",,"0.360 ","0.360 ",
"1115","0.20%","0.1","<0.1%","1369676","普通男女","上映13天","187","<0.1%","0.12","64.1万","30.9万","中国
","剧情","家庭",,"8","0.301 ","0.301 ",
"1115","18.10%","17.5","<0.1%","1351501","水让我重生","上映25天","2","<0.1%","0.1","64.1万","30.9万","中国
","纪录片",,,,"0.352 ","0.352 ",
"1115","1.70%","7.8","<0.1%","1413218","我的姐妹是网红之追梦花","上映20天","4","<0.1%","0.09","64.1万","30.9万","中国
","励志","喜剧",,,"0.370 ","0.370 ",
"1115","22.90%","10","<0.1%","1510511","我向星星许个愿","上映6天","3","<0.1%","0.08","64.1万","30.9万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"1115","0.10%","1.9","<0.1%","1394753","功夫王之萌虎上山","上映48天","12","<0.1%","0.06","64.1万","30.9万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ",
"1115","0.20%","0.3","<0.1%","1303089","我是哪吒2之英雄归来","上映48天","66","<0.1%","0.06","64.1万","30.9万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ",
"1115","0.10%","0.2","<0.1%","1226430","心愿房间","上映16天","29","<0.1%","0.02","64.1万","30.9万","法国
","剧情","奇幻","悬疑",,"0.318 ","0.318 ",
"1115","0.10%","0.1","<0.1%","1462687","小美人鱼之大海怪传说","重映48天","33","<0.1%","0.01","64.1万","30.9万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ",
"1116","2.20%","3.1","40.50%","1466204","拯救嫌疑人","上映16天","82264","26.80%","1052.96","64.5万","30.7万","中国
","悬疑","犯罪","剧情","9","0.260 ","0.260 ",
"1116","2.10%","2.7","27.20%","1428129","无价之宝","上映7天","63633","20.70%","708.19","64.5万","30.7万","中国
","剧情","家庭",,"9","0.346 ","0.346 ",
"1116","0.40%","0.8","8.00%","1291784","惊奇队长2","上映7天","67014","21.80%","207.85","64.5万","30.7万","美国
","动作","冒险",,"6","0.538 ","0.538 ",
"1116","3.40%","3.6","4.60%","1431886","志愿军：雄兵出击","上映50天","8570","2.70%","121.75","64.5万","30.7万","中国
","剧情","历史","战争","10","0.465 ","0.465 ",
"1116","1.00%","1.1","3.50%","1425146","追缉","上映6天","25958","8.40%","91.24","64.5万","30.7万","中国","悬疑","犯罪",,"7","0.250 ","0.250 ",
"1116","1.00%","1.2","3.00%","1351563","河边的错误","上映27天","15382","5.00%","78.13","64.5万","30.7万","中国
","剧情","犯罪",,"8","0.212 ","0.212 ",
"1116","1.30%","1.4","2.50%","1371010","二手杰作","上映21天","12753","4.10%","67.13","64.5万","30.7万","中国
","剧情","喜剧",,"9","0.329 ","0.329 ",
"1116","1.80%","1.9","2.20%","1298384","坚如磐石","上映50天","7192","2.30%","57.52","64.5万","30.7万","中国
","剧情","犯罪","悬疑","9","0.419 ","0.419 ",
"1116","1.60%","1.6","1.30%","1405256","前任4：英年早婚","上映50天","5396","1.70%","35.8","64.5万","30.7万","中国
","爱情","喜剧",,"9","0.425 ","0.425 ",
"1116","1.50%","1.5","1.00%","1475035","莫斯科行动","上映49天","4240","1.30%","27.32","64.5万","30.7万","中国
","剧情","犯罪","动作","9","0.430 ","0.430 ",
"1116","67.60%","79.5","0.60%","1385972","觅渡","上映81天","64","<0.1%","18.06","64.5万","30.7万","中国
","历史","传记",,,"0.374 ","0.374 ",
"1116","25.50%","20.3","0.50%","1398580","小马鞭","上映32天","185","<0.1%","15.17","64.5万","30.7万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"1116","4.00%","25","0.40%","1297875","家园·重返地球之战","上映14天","107","<0.1%","10.61","64.5万","30.7万","中国
","科幻","动作",,,"0.466 ","0.466 ",
"1116","2.60%","5","0.20%","1284979","饥饿游戏：鸣鸟与蛇之歌","零点场","305","<0.1%","6.5","64.5万","30.7万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ",
"1116","0.40%","0.5","0.20%","1455531","迷你特工队之汉堡大作战","上映6天","3904","1.20%","6.3","64.5万","30.7万","中国
","动画",,,"8","0.190 ","0.190 ",
"1116","16.90%","23.9","0.10%","1199751","失而复得","上映20天","133","<0.1%","3.63","64.5万","30.7万","中国
","喜剧","犯罪","悬疑",,"0.278 ","0.278 ",
"1116","0.80%","0.9","0.10%","1457792","汪汪队立大功大电影2：超能大冒险","上映49天","1279","0.40%","3.48","64.5万","30.7万","美国","动画",,,"9","0.235 ","0.235 ",
"1116","1.00%","1.1","0.10%","1502343","画魔人","上映21天","865","0.20%","2.95","64.5万","30.7万","中国
","惊悚","恐怖",,,"0.383 ","0.383 ",
"1116","1.40%","1.6","<0.1%","1213095","珍·古道尔的传奇一生","上映31天","335","0.10%","2.03","64.5万","30.7万","美国
","纪录片","传记",,"9","0.247 ","0.247 ",
"1116","0.90%","0.9","<0.1%","1466176","好像也没那么热血沸腾","上映50天","502","0.10%","1.81","64.5万","30.7万","中国
","喜剧","剧情",,"9","0.381 ","0.381 ",
"1116","12.60%","38.5","<0.1%","1399197","樱桃崮下","上映28天","15","<0.1%","1.77","64.5万","30.7万","中国
","家庭",,,,"0.398 ","0.398 ",
"1116","0.60%","0.7","<0.1%","1338498","一个和四个","上映21天","599","0.10%","1.76","64.5万","30.7万","中国
","剧情","悬疑","犯罪","8","0.333 ","0.333 ",
"1116","0.10%","0.5","<0.1%","1310330","千里送鹤","上映1天","950","0.30%","1.41","64.5万","30.7万","中国
","剧情","儿童","家庭",,"0.310 ","0.310 ",
"1116","0.30%","0.4","<0.1%","1301084","困兽","上映21天","933","0.30%","1.39","64.5万","30.7万","中国","剧情","犯罪","警匪","7","0.309 ","0.309 ",
"1116","1.70%","1.6","<0.1%","1424022","白塔之光","上映21天","194","<0.1%","1.3","64.5万","30.7万","中国
","剧情",,,"8","0.325 ","0.325 ",
"1116","0.50%","0.5","<0.1%","1446243","贝肯熊：火星任务","上映50天","550","0.10%","1.07","64.5万","30.7万","中国
","喜剧","动画","冒险","9","0.265 ","0.265 ",
"1116","0.50%","0.5","<0.1%","1281466","最好的相遇","上映28天","297","<0.1%","0.56","64.5万","30.7万","中国
","爱情","剧情",,,"0.261 ","0.261 ",
"1116","0.00%","0.3","<0.1%","1504629","朱英国","上映4天","582","0.10%","0.53","64.5万","30.7万","中国
","剧情","传记",,,"0.412 ","0.412 ",
"1116","60.40%","25","<0.1%","1393532","爸爸的谎言","重映28天","8","<0.1%","0.5","64.5万","30.7万","中国
","剧情","家庭","儿童",,"0.314 ","0.314 ",
"1116","0.80%","4.2","<0.1%","1427875","故园飘梦","上映25天","42","<0.1%","0.48","64.5万","30.7万","中国
","剧情",,,,"0.447 ","0.447 ",
"1116","0.20%","0.2","<0.1%","344160","我爸没说的那件事","上映14天","522","0.10%","0.42","64.5万","30.7万","中国","剧情",,,"9","0.376 ","0.376 ",
"1116","37.50%","38.2","<0.1%","1499403","余下都是春天","上映40天","5","<0.1%","0.42","64.5万","30.7万","中国
","剧情",,,,"0.387 ","0.387 ",
"1116","53.80%","77","<0.1%","1351501","水让我重生","上映26天","2","<0.1%","0.38","64.5万","30.7万","中国
","纪录片",,,,"0.352 ","0.352 ",
"1116","3.50%","7.3","<0.1%","1349961","青春就这么过","上映6天","19","<0.1%","0.35","64.5万","30.7万","中国
","青春","励志",,,"0.468 ","0.468 ",
"1116","0.80%","1","<0.1%","1491079","替身纸人","上映35天","109","<0.1%","0.35","64.5万","30.7万","中国
","恐怖","惊悚",,,"0.378 ","0.378 ",
"1116","0.30%","0.4","<0.1%","1369676","普通男女","上映14天","174","<0.1%","0.31","64.5万","30.7万","中国
","剧情","家庭",,"8","0.301 ","0.301 ",
"1116","13.20%","10.4","<0.1%","1457153","黄鹤楼之盐道迷局","上映28天","10","<0.1%","0.31","64.5万","30.7万","中国
","古装","悬疑",,,"0.435 ","0.435 ",
"1116","13.10%","10.5","<0.1%","1395080","花开那年","上映28天","6","<0.1%","0.24","64.5万","30.7万","中国
","剧情","励志",,,"0.371 ","0.371 ",
"1116","39.10%","25","<0.1%","1413218","我的姐妹是网红之追梦花","上映21天","3","<0.1%","0.18","64.5万","30.7万","中国
","励志","喜剧",,,"0.370 ","0.370 ",
"1116","0.70%","0.6","<0.1%","337182","思念爱","上映6天","97","<0.1%","0.18","64.5万","30.7万","中国","剧情","爱情",,,"0.350 ","0.350 ",
"1116","0.50%","0.5","<0.1%","1502534","看不见的顶峰","上映21天","62","<0.1%","0.15","64.5万","30.7万","中国
","冒险","运动","家庭",,"0.360 ","0.360 ",
"1116","0.10%","3.8","<0.1%","1394753","功夫王之萌虎上山","上映49天","13","<0.1%","0.13","64.5万","30.7万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ",
"1116","0.00%","2.2","<0.1%","1455594","洋子的困惑","上映20天","13","<0.1%","0.08","64.5万","30.7万","中国
","剧情","家庭",,,"0.348 ","0.348 ",
"1116","0.20%","0.5","<0.1%","1226430","心愿房间","上映17天","22","<0.1%","0.03","64.5万","30.7万","法国
","剧情","奇幻","悬疑",,"0.318 ","0.318 ",
"1116","6.50%","3.3","<0.1%","1510511","我向星星许个愿","上映7天","3","<0.1%","0.02","64.5万","30.7万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"1116","0.10%","0.1","<0.1%","1303089","我是哪吒2之英雄归来","上映49天","66","<0.1%","0.02","64.5万","30.7万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ",
"1116","0.70%","1","<0.1%","1368974","永安镇故事集","上映70天","5","<0.1%","0.02","64.5万","30.7万","中国
","剧情","喜剧",,,"0.339 ","0.339 ",
"1116","0.10%","0.2","<0.1%","1462687","小美人鱼之大海怪传说","重映49天","28","<0.1%","0.01","64.5万","30.7万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ",
"1116","0.10%","0.3","<0.1%","1487818","烽火塘田","上映7天","6","<0.1%","0.01","64.5万","30.7万","中国
","革命","历史",,,"0.478 ","0.478 ",
"1117","3.30%","4.8","33.60%","1466204","拯救嫌疑人","上映17天","78663","24.50%","1570.84","119.0万","32.0万","中国
","悬疑","犯罪","剧情","9","0.260 ","0.260 ",
"1117","2.90%","4.4","18.30%","1284979","饥饿游戏：鸣鸟与蛇之歌","上映1天","52902","16.50%","858.51","119.0万","32.0万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ",
"1117","2.80%","3.5","15.70%","1428129","无价之宝","上映8天","50956","15.90%","736.65","119.0万","32.0万","中国
","剧情","家庭",,"9","0.346 ","0.346 ",
"1117","7.00%","6.7","6.50%","1244","红猪","上映1天","12918","4.00%","306.88","119.0万","32.0万","日本
","动画","冒险",,"9","0.442 ","0.442 ",
"1117","0.80%","1.3","4.60%","1291784","惊奇队长2","上映8天","44402","13.80%","216.77","119.0万","32.0万","美国
","动作","冒险",,"6","0.538 ","0.538 ",
"1117","6.40%","6.5","3.40%","1431886","志愿军：雄兵出击","上映51天","6453","2.00%","162.1","119.0万","32.0万","中国
","剧情","历史","战争","10","0.465 ","0.465 ",
"1117","1.70%","1.9","1.60%","1351563","河边的错误","上映28天","9286","2.90%","76.42","119.0万","32.0万","中国
","剧情","犯罪",,"8","0.212 ","0.212 ",
"1117","1.80%","1.9","1.50%","1300093","吾爱敦煌","上映1天","8105","2.50%","71.62","119.0万","32.0万","中国
","剧情","传记","历史",,"0.230 ","0.230 ",
"1117","1.20%","1.3","1.10%","1425146","追缉","上映7天","13056","4.00%","53.65","119.0万","32.0万","中国","悬疑","犯罪",,"7","0.250 ","0.250 ",
"1117","2.70%","2.8","1.00%","1298384","坚如磐石","上映51天","4341","1.30%","49.12","119.0万","32.0万","中国
","剧情","犯罪","悬疑","9","0.419 ","0.419 ",
"1117","1.60%","1.7","0.90%","1371010","二手杰作","上映22天","7260","2.20%","46.62","119.0万","32.0万","中国
","剧情","喜剧",,"9","0.329 ","0.329 ",
"1117","56.80%","63.4","0.50%","1385972","觅渡","上映82天","122","<0.1%","26.61","119.0万","32.0万","中国
","历史","传记",,,"0.374 ","0.374 ",
"1117","1.80%","1.8","0.50%","1405256","前任4：英年早婚","上映51天","3475","1.00%","25.87","119.0万","32.0万","中国
","爱情","喜剧",,"9","0.425 ","0.425 ",
"1117","1.40%","1.5","0.50%","1397103","古庙迷杀","上映1天","5824","1.80%","25.35","119.0万","32.0万","中国
","恐怖","惊悚",,,"0.371 ","0.371 ",
"1117","29.40%","22.7","0.40%","1398580","小马鞭","上映33天","224","<0.1%","20.47","119.0万","32.0万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"1117","1.90%","2","0.40%","1475035","莫斯科行动","上映50天","2398","0.70%","19.47","119.0万","32.0万","中国
","剧情","犯罪","动作","9","0.430 ","0.430 ",
"1117","1.10%","1.3","0.30%","1455531","迷你特工队之汉堡大作战","上映7天","3868","1.20%","15.99","119.0万","32.0万","中国
","动画",,,"8","0.190 ","0.190 ",
"1117","2.10%","2.4","0.20%","1206962","喜马拉雅之灵","上映1天","1341","0.40%","10.23","119.0万","32.0万","中国
","剧情",,,,"0.336 ","0.336 ",
"1117","1.40%","1.6","0.10%","1457792","汪汪队立大功大电影2：超能大冒险","上映50天","1518","0.40%","7.33","119.0万","32.0万","美国","动画",,,"9","0.235 ","0.235 ",
"1117","5.20%","29.2","0.10%","1297875","家园·重返地球之战","上映15天","63","<0.1%","7.27","119.0万","32.0万","中国
","科幻","动作",,,"0.466 ","0.466 ",
"1117","1.30%","1.7","0.10%","1446243","贝肯熊：火星任务","上映51天","828","0.20%","4.87","119.0万","32.0万","中国
","喜剧","动画","冒险","9","0.265 ","0.265 ",
"1117","1.00%","2.1","<0.1%","1310330","千里送鹤","上映2天","499","0.10%","3.52","119.0万","32.0万","中国
","剧情","儿童","家庭",,"0.310 ","0.310 ",
"1117","0.50%","0.9","<0.1%","1413284","不动声色","上映1天","761","0.20%","2","119.0万","32.0万","中国
","刑侦",,,,"0.527 ","0.527 ",
"1117","15.70%","30.4","<0.1%","1399197","樱桃崮下","上映29天","18","<0.1%","1.65","119.0万","32.0万","中国
","家庭",,,,"0.398 ","0.398 ",
"1117","1.00%","1","<0.1%","1466176","好像也没那么热血沸腾","上映51天","311","<0.1%","1.28","119.0万","32.0万","中国
","喜剧","剧情",,"9","0.381 ","0.381 ",
"1117","0.80%","0.8","<0.1%","1338498","一个和四个","上映22天","361","0.10%","1.18","119.0万","32.0万","中国
","剧情","悬疑","犯罪","8","0.333 ","0.333 ",
"1117","1.00%","1.2","<0.1%","1502343","画魔人","上映22天","282","<0.1%","1.1","119.0万","32.0万","中国
","惊悚","恐怖",,,"0.383 ","0.383 ",
"1117","1.70%","7.4","<0.1%","1502534","看不见的顶峰","上映22天","39","<0.1%","1.04","119.0万","32.0万","中国
","冒险","运动","家庭",,"0.360 ","0.360 ",
"1117","1.40%","1.9","<0.1%","1213095","珍·古道尔的传奇一生","上映32天","116","<0.1%","1","119.0万","32.0万","美国
","纪录片","传记",,"9","0.247 ","0.247 ",
"1117","5.10%","34.4","<0.1%","1504629","朱英国","上映5天","8","<0.1%","0.85","119.0万","32.0万","中国
","剧情","传记",,,"0.412 ","0.412 ",
"1117","23.30%","37.8","<0.1%","1499403","余下都是春天","上映41天","9","<0.1%","0.7","119.0万","32.0万","中国
","剧情",,,,"0.387 ","0.387 ",
"1117","0.20%","0.4","<0.1%","1301084","困兽","上映22天","475","0.10%","0.64","119.0万","32.0万","中国","剧情","犯罪","警匪","7","0.309 ","0.309 ",
"1117","0.20%","5","<0.1%","1199751","失而复得","上映21天","41","<0.1%","0.62","119.0万","32.0万","中国
","喜剧","犯罪","悬疑",,"0.278 ","0.278 ",
"1117","2.00%","1.4","<0.1%","1424022","白塔之光","上映22天","91","<0.1%","0.56","119.0万","32.0万","中国
","剧情",,,"8","0.325 ","0.325 ",
"1117","37.10%","25.2","<0.1%","1395080","花开那年","上映29天","6","<0.1%","0.49","119.0万","32.0万","中国
","剧情","励志",,,"0.371 ","0.371 ",
"1117","22.60%","15.3","<0.1%","1349961","青春就这么过","上映7天","10","<0.1%","0.38","119.0万","32.0万","中国
","青春","励志",,,"0.468 ","0.468 ",
"1117","0.30%","0.5","<0.1%","1281466","最好的相遇","上映29天","176","<0.1%","0.34","119.0万","32.0万","中国
","爱情","剧情",,,"0.261 ","0.261 ",
"1117","0.80%","0.9","<0.1%","1303089","我是哪吒2之英雄归来","上映50天","94","<0.1%","0.3","119.0万","32.0万","中国
","动画","喜剧","奇幻",,"0.349 ","0.349 ",
"1117","46.90%","39","<0.1%","1413218","我的姐妹是网红之追梦花","上映22天","3","<0.1%","0.3","119.0万","32.0万","中国
","励志","喜剧",,,"0.370 ","0.370 ",
"1117","1.40%","3.1","<0.1%","1427875","故园飘梦","上映26天","38","<0.1%","0.3","119.0万","32.0万","中国
","剧情",,,,"0.447 ","0.447 ",
"1117","10.60%","7.6","<0.1%","1455594","洋子的困惑","上映21天","8","<0.1%","0.24","119.0万","32.0万","中国
","剧情","家庭",,,"0.348 ","0.348 ",
"1117","1.60%","6.3","<0.1%","1487818","烽火塘田","上映8天","7","<0.1%","0.22","119.0万","32.0万","中国
","革命","历史",,,"0.478 ","0.478 ",
"1117","5.10%","10","<0.1%","1457153","黄鹤楼之盐道迷局","上映29天","7","<0.1%","0.21","119.0万","32.0万","中国
","古装","悬疑",,,"0.435 ","0.435 ",
"1117","0.20%","0.2","<0.1%","344160","我爸没说的那件事","上映15天","241","<0.1%","0.17","119.0万","32.0万","中国","剧情",,,"9","0.376 ","0.376 ",
"1117","0.80%","0.8","<0.1%","1491079","替身纸人","上映36天","53","<0.1%","0.12","119.0万","32.0万","中国
","恐怖","惊悚",,,"0.378 ","0.378 ",
"1117","0.10%","0.2","<0.1%","1369676","普通男女","上映15天","100","<0.1%","0.07","119.0万","32.0万","中国
","剧情","家庭",,"8","0.301 ","0.301 ",
"1117","1.10%","6.3","<0.1%","1414010","意外营救","上映1天","4","<0.1%","0.07","119.0万","32.0万","中国
","动作","剧情","喜剧",,"0.369 ","0.369 ",
"1117","0.40%","0.4","<0.1%","337182","思念爱","上映7天","41","<0.1%","0.06","119.0万","32.0万","中国","剧情","爱情",,,"0.350 ","0.350 ",
"1117","0.90%","0.9","<0.1%","1394753","功夫王之萌虎上山","上映50天","14","<0.1%","0.04","119.0万","32.0万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ",
"1117","0.30%","0.4","<0.1%","1462687","小美人鱼之大海怪传说","重映50天","31","<0.1%","0.03","119.0万","32.0万","中国
","奇幻","探险","动画",,"0.163 ","0.163 ",
"1117","1.50%","6","<0.1%","1510511","我向星星许个愿","上映8天","2","<0.1%","0.02","119.0万","32.0万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
