"日期","上座率","场均人次","票房占比","电影ID","电影名字","已上映天数","排片场次","排片占比","当日票房","当日总出票","当日总场次","出品国家","电影类别1","电影类别2","电影类别3","电影评分","男性占比","女性占比","节假日"
"101","10.5%","10.3","0.2%","1490806","蜡笔小新：新次元！超能力大决战","上映38天","2426","0.5%","72.04","806.5万","45.8万","日本
","动画","喜剧","奇幻","9","0.386 ","0.386 ",
"101","21.2%","21.5","0.1%","1218085","旺卡","上映25天","696","0.1%","61.44","806.5万","45.8万","美国
","冒险","喜剧","家庭","9","0.260 ","0.260 ",
"101","17.1%","15.8","0.1%","1493351","飞鸭向前冲","上映25天","1034","0.2%","55.87","806.5万","45.8万","美国
","动画","喜剧",,"9","0.245 ","0.245 ",
"101","9.7%","9.3","0.1%","1441467","怒潮","上映17天","1473","0.3%","55.68","806.5万","45.8万","中国
","犯罪","动作",,"9","0.378 ","0.378 ",
"101","46.5%","60.1","0.1%","1474410","爆裂点","上映25天","140","<0.1%","42.36","806.5万","45.8万","中国","动作","警匪",,"9","0.408 ","0.408 ",
"101","16.8%","16.4","<0.1%","1459756","狗神","上映18天","457","<0.1%","32.87","806.5万","45.8万","法国
","犯罪","剧情",,"9","0.311 ","0.311 ",
"101","16.8%","18.8","<0.1%","1509537","人民万岁","上映7天","287","<0.1%","23.15","806.5万","45.8万","中国
","纪录片",,,,"0.686 ","0.686 ",
"101","10.3%","176.6","<0.1%","1482089","我本是高山","上映39天","25","<0.1%","17.61","806.5万","45.8万","中国
","剧情",,,,"0.277 ","0.277 ",
"101","22.5%","22.4","<0.1%","1457792","汪汪队立大功大电影2：超能大冒险","上映95天","215","<0.1%","16.49","806.5万","45.8万","美国","动画",,,"9","0.235 ","0.235 ",
"101","8.8%","7.5","<0.1%","1451694","再见，李可乐","上映32天","439","<0.1%","12.78","806.5万","45.8万","中国
","剧情","家庭",,"9","0.228 ","0.228 ",
"101","16.1%","14.7","<0.1%","1481790","星愿","上映39天","145","<0.1%","8.76","806.5万","45.8万","美国
","动画",,,"9","0.203 ","0.203 ",
"101","11.1%","9.8","<0.1%","1487331","金色面具英雄","上映4天","246","<0.1%","8.24","806.5万","45.8万","中国","动画","奇幻","冒险",,"0.345 ","0.345 ",
"101","28.7%","8.7","<0.1%","1462645","孤军","上映5天","80","<0.1%","3.43","806.5万","45.8万","中国
","剧情",,,,"0.485 ","0.485 ",
"101","5.8%","5.9","<0.1%","1299292","天下无敌","上映5天","254","<0.1%","3.25","806.5万","45.8万","中国
","武侠",,,,"0.535 ","0.535 ",
"101","9.6%","95.1","<0.1%","1397232","少年先锋","上映23天","9","<0.1%","2.71","806.5万","45.8万","中国
","剧情","儿童",,,"0.299 ","0.299 ",
"101","9.6%","6.9","<0.1%","1298381","涉过愤怒的海","上映38天","54","<0.1%","1.75","806.5万","45.8万","中国
","剧情","犯罪","悬疑","9","0.317 ","0.317 ",
"101","3.3%","3.6","<0.1%","1359725","瞒天过海","上映25天","84","<0.1%","1.31","806.5万","45.8万","中国
","剧情","悬疑","犯罪","9","0.240 ","0.240 ",
"101","13.7%","11.6","<0.1%","1244","红猪","上映46天","22","<0.1%","1.07","806.5万","45.8万","日本
","动画","冒险",,"9","0.442 ","0.442 ",
"101","5.5%","5.3","<0.1%","1414041","汉文皇后（戏曲 越剧）","上映15天","50","<0.1%","0.95","806.5万","45.8万","中国
","剧情",,,,"0.140 ","0.140 ",
"101","2.8%","3.3","<0.1%","1505746","诡摇铃","上映25天","77","<0.1%","0.85","806.5万","45.8万","中国
","恐怖","惊悚",,,"0.386 ","0.386 ",
"101","21.9%","27.0","<0.1%","1458940","江豚·风时舞","点映","4","<0.1%","0.39","806.5万","45.8万","中国
","动画","爱情","奇幻","7","0.312 ","0.312 ",
"101","2.5%","2.6","<0.1%","1355509","消失的收藏家","上映11天","51","<0.1%","0.38","806.5万","45.8万","中国
","剧情",,,,"0.428 ","0.428 ",
"101","17.2%","37.7","<0.1%","1446134","开山人","上映35天","3","<0.1%","0.35","806.5万","45.8万","中国
","剧情","动作","现实","9","0.456 ","0.456 ",
"101","0.0%","0.1","<0.1%","1461252","兄弟，请注意","上映2天","958","0.2%","0.29","806.5万","45.8万",,,,,,,,
"101","4.0%","3.7","<0.1%","1455531","迷你特工队之汉堡大作战","上映52天","14","<0.1%","0.16","806.5万","45.8万","中国
","动画",,,"8","0.190 ","0.190 ",
"101","60.9%","48.0","<0.1%","1490912","狭路“箱”逢","上映18天","1","<0.1%","0.16","806.5万","45.8万","中国
","喜剧",,,,"0.361 ","0.361 ",
"101","1.2%","4.2","<0.1%","1284979","饥饿游戏：鸣鸟与蛇之歌","上映46天","6","<0.1%","0.14","806.5万","45.8万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ",
"101","9.7%","36.0","<0.1%","1398580","小马鞭","上映78天","1","<0.1%","0.14","806.5万","45.8万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"101","0.0%","3.0","<0.1%","1431886","志愿军：雄兵出击","上映96天","14","<0.1%","0.12","806.5万","45.8万","中国
","剧情","历史","战争","10","0.465 ","0.465 ",
"101","0.8%","0.8","<0.1%","1424182","猎杀","上映4天","24","<0.1%","0.06","806.5万","45.8万","中国
","恐怖","惊悚","悬疑",,"0.402 ","0.402 ",
"101","1.7%","2.0","<0.1%","1450443","月光武士","上映18天","6","<0.1%","0.04","806.5万","45.8万","中国
","剧情",,,,"0.304 ","0.304 ",
"101","2.8%","5.0","<0.1%","1394087","大工斩玉","上映24天","1","<0.1%","0.02","806.5万","45.8万","中国
","纪录片",,,,"0.286 ","0.286 ",
"101","0.1%","1.5","<0.1%","1504448","蚂蚁传奇之终极一战","上映24天","4","<0.1%","0.01","806.5万","45.8万","中国
","剧情","动画","儿童",,"0.229 ","0.229 ",
"101","1.7%","3.5","<0.1%","1394753","功夫王之萌虎上山","上映95天","2","<0.1%","0.01","806.5万","45.8万","中国
","动画","冒险","喜剧",,"0.274 ","0.274 ",
"101","4.2%","2.0","<0.1%","1216449","刀尖","上映39天","2","<0.1%","0.01","806.5万","45.8万","中国
","谍战",,,,"0.424 ","0.424 ",
"101","0.7%","1.0","<0.1%","1461204","仲肯","上映22天","3","<0.1%","0.01","806.5万","45.8万","中国
","剧情",,,,"0.327 ","0.327 ",
"101","0.8%","0.6","<0.1%","1251043","合群路","上映21天","7","<0.1%","0.01","806.5万","45.8万","中国
","剧情","喜剧",,,"0.535 ","0.535 ",
"101","6.4%","2.0","<0.1%","1413958","欧卡纸牌之记忆迷踪","上映25天","1","<0.1%","0.0","806.5万","45.8万","中国
","剧情","犯罪",,,"0.432 ","0.432 ",
"101","0.3%","0.2","<0.1%","1430688","热搜","上映33天","5","<0.1%","0.0","806.5万","45.8万","中国
","剧情","犯罪",,"9","0.266 ","0.266 ",
"101","0.0%","<0.1","<0.1%","1475189","最后一夜","上映25天","18","<0.1%","0.0","806.5万","45.8万","中国
","爱情","喜剧",,,"0.439 ","0.439 ",
"101","100.0%","0.0","<0.1%","1356026","不要走散好不好","上映32天","2","<0.1%","0.0","806.5万","45.8万","中国
","爱情","青春",,,"0.422 ","0.422 ",
"110","3.6%","5.4","38.1%","1458876","年会不能停！","上映13天","96207","27.5%","2046.85","136.4万","34.9万","中国
","喜剧","剧情",,"10","0.382 ","0.382 ",
"110","3.2%","3.9","16.2%","1331905","金手指","上映12天","57074","16.3%","871.0","136.4万","34.9万","中国","剧情","犯罪",,"9","0.439 ","0.439 ",
"110","3.1%","3.4","11.8%","1207114","潜行","上映13天","48622","13.9%","638.21","136.4万","34.9万","中国","剧情","犯罪","动作","9","0.439 ","0.439 ",
"110","3.5%","3.8","7.9%","1385865","三大队","上映27天","27290","7.8%","426.47","136.4万","34.9万","中国
","剧情","犯罪",,"9","0.389 ","0.389 ",
"110","2.6%","3.6","5.4%","1260081","海王2：失落的王国","上映22天","20553","5.8%","292.22","136.4万","34.9万","美国
","动作","冒险","奇幻","9","0.490 ","0.490 ",
"110","1.7%","1.9","5.3%","1461561","一闪一闪亮星星","上映12天","40870","11.7%","286.16","136.4万","34.9万","中国
","爱情","奇幻",,"9","0.276 ","0.276 ",
"110","2.9%","2.7","3.4%","1463744","非诚勿扰3","上映12天","16858","4.8%","187.0","136.4万","34.9万","中国
","喜剧","爱情",,"9","0.392 ","0.392 ",
"110","80.0%","65.7","2.4%","1462645","孤军","上映14天","424","0.1%","132.95","136.4万","34.9万","中国
","剧情",,,,"0.485 ","0.485 ",
"110","2.2%","3.6","1.6%","1504098","泰勒·斯威夫特：时代巡回演唱会","上映11天","5530","1.5%","87.42","136.4万","34.9万","美国
","音乐","纪录片",,"10","0.312 ","0.312 ",
"110","2.8%","2.7","0.9%","1479147","照明商店","上映34天","4932","1.4%","52.93","136.4万","34.9万","中国
","剧情",,,"9","0.260 ","0.260 ",
"110","19.2%","20.8","0.9%","1509537","人民万岁","上映16天","602","0.1%","50.77","136.4万","34.9万","中国
","纪录片",,,,"0.686 ","0.686 ",
"110","70.4%","53.1","0.7%","1482089","我本是高山","上映48天","190","<0.1%","38.75","136.4万","34.9万","中国
","剧情",,,,"0.277 ","0.277 ",
"110","2.4%","2.3","0.6%","1482315","名侦探柯南：黑铁的鱼影","上映26天","4698","1.3%","35.36","136.4万","34.9万","日本
","动画","悬疑","动作","9","0.456 ","0.456 ",
"110","1.6%","1.5","0.5%","1431800","舒克贝塔·五角飞碟","上映12天","5375","1.5%","29.83","136.4万","34.9万","中国
","动画","喜剧","冒险","9","0.261 ","0.261 ",
"110","45.5%","40.0","0.4%","1487331","金色面具英雄","上映13天","168","<0.1%","22.99","136.4万","34.9万","中国","动画","奇幻","冒险",,"0.345 ","0.345 ",
"110","18.0%","18.7","0.2%","1474410","爆裂点","上映34天","182","<0.1%","15.95","136.4万","34.9万","中国","动作","警匪",,"9","0.408 ","0.408 ",
"110","1.7%","1.7","0.2%","1441467","怒潮","上映26天","2348","0.6%","15.61","136.4万","34.9万","中国
","犯罪","动作",,"9","0.378 ","0.378 ",
"110","0.4%","0.5","0.2%","1413066","天降大任","上映5天","6885","1.9%","12.18","136.4万","34.9万","中国
","喜剧","奇幻","冒险","9","0.240 ","0.240 ",
"110","3.1%","3.1","0.1%","1459756","狗神","上映27天","763","0.2%","8.71","136.4万","34.9万","法国
","犯罪","剧情",,"9","0.311 ","0.311 ",
"110","4.0%","3.9","0.1%","1218085","旺卡","上映34天","500","0.1%","7.8","136.4万","34.9万","美国
","冒险","喜剧","家庭","9","0.260 ","0.260 ",
"110","23.4%","26.6","<0.1%","1357214","皮壳之下","上映2天","31","<0.1%","4.08","136.4万","34.9万","中国
","悬疑","犯罪",,,"0.352 ","0.352 ",
"110","1.3%","1.2","<0.1%","1451694","再见，李可乐","上映41天","709","0.2%","3.3","136.4万","34.9万","中国
","剧情","家庭",,"9","0.228 ","0.228 ",
"110","1.2%","1.1","<0.1%","1490806","蜡笔小新：新次元！超能力大决战","上映47天","796","0.2%","2.56","136.4万","34.9万","日本
","动画","喜剧","奇幻","9","0.386 ","0.386 ",
"110","30.1%","27.2","<0.1%","1461204","仲肯","上映31天","23","<0.1%","2.4","136.4万","34.9万","中国
","剧情",,,,"0.327 ","0.327 ",
"110","24.1%","41.2","<0.1%","1443556","夏来冬往","上映1天","13","<0.1%","2.35","136.4万","34.9万","中国
","剧情",,,,"0.388 ","0.388 ",
"110","31.2%","86.0","<0.1%","1366363","烟火人间","点映","5","<0.1%","2.22","136.4万","34.9万","中国
","纪录片",,,,"0.335 ","0.335 ",
"110","16.4%","15.3","<0.1%","1300093","吾爱敦煌","上映55天","29","<0.1%","1.56","136.4万","34.9万","中国
","剧情","传记","历史",,"0.230 ","0.230 ",
"110","27.0%","45.5","<0.1%","1475123","光明使者周维忠","上映37天","6","<0.1%","1.09","136.4万","34.9万","中国
","传记",,,,"0.538 ","0.538 ",
"110","41.2%","208.5","<0.1%","1469906","深城树下","点映","2","<0.1%","1.03","136.4万","34.9万","中国
","剧情",,,,"0.353 ","0.353 ",
"110","2.1%","13.4","<0.1%","1280203","开国将帅授衔1955","上映48天","16","<0.1%","0.98","136.4万","34.9万","中国
","历史","剧情","战争",,"0.646 ","0.646 ",
"110","1.7%","1.5","<0.1%","1229055","寒单","上映6天","167","<0.1%","0.93","136.4万","34.9万","中国
","剧情",,,,"0.452 ","0.452 ",
"110","7.3%","33.0","<0.1%","1505569","大道十年","上映24天","6","<0.1%","0.81","136.4万","34.9万","中国
","纪录片",,,,"0.356 ","0.356 ",
"110","1.3%","1.1","<0.1%","1298381","涉过愤怒的海","上映47天","152","<0.1%","0.76","136.4万","34.9万","中国
","剧情","犯罪","悬疑","9","0.317 ","0.317 ",
"110","1.4%","1.5","<0.1%","1355509","消失的收藏家","上映20天","168","<0.1%","0.71","136.4万","34.9万","中国
","剧情",,,,"0.428 ","0.428 ",
"110","1.2%","1.1","<0.1%","1493351","飞鸭向前冲","上映34天","196","<0.1%","0.68","136.4万","34.9万","美国
","动画","喜剧",,"9","0.245 ","0.245 ",
"110","14.1%","11.9","<0.1%","1414041","汉文皇后（戏曲 越剧）","上映24天","19","<0.1%","0.68","136.4万","34.9万","中国
","剧情",,,,"0.140 ","0.140 ",
"110","42.3%","76.5","<0.1%","1356108","回西藏","零点场","2","<0.1%","0.54","136.4万","34.9万","中国
","剧情",,,,"0.335 ","0.335 ",
"110","8.9%","8.6","<0.1%","1216449","刀尖","上映48天","17","<0.1%","0.41","136.4万","34.9万","中国
","谍战",,,,"0.424 ","0.424 ",
"110","30.9%","30.0","<0.1%","1435106","让花儿绽放","上映27天","5","<0.1%","0.3","136.4万","34.9万","中国
","剧情",,,,"0.311 ","0.311 ",
"110","1.5%","1.6","<0.1%","1481790","星愿","上映48天","49","<0.1%","0.29","136.4万","34.9万","美国
","动画",,,"9","0.203 ","0.203 ",
"110","0.6%","0.6","<0.1%","1359725","瞒天过海","上映34天","107","<0.1%","0.28","136.4万","34.9万","中国
","剧情","悬疑","犯罪","9","0.240 ","0.240 ",
"110","0.6%","0.8","<0.1%","1505746","诡摇铃","上映34天","106","<0.1%","0.25","136.4万","34.9万","中国
","恐怖","惊悚",,,"0.386 ","0.386 ",
"110","6.2%","7.0","<0.1%","1418965","玩转门神","上映6天","10","<0.1%","0.21","136.4万","34.9万","中国
","剧情","喜剧",,,"0.325 ","0.325 ",
"110","1.2%","1.2","<0.1%","1244","红猪","上映55天","42","<0.1%","0.17","136.4万","34.9万","日本
","动画","冒险",,"9","0.442 ","0.442 ",
"110","26.0%","30.0","<0.1%","1399197","樱桃崮下","上映83天","1","<0.1%","0.09","136.4万","34.9万","中国
","家庭",,,,"0.398 ","0.398 ",
"110","0.1%","0.4","<0.1%","1198835","极限奇援","点映","62","<0.1%","0.06","136.4万","34.9万","中国
","动作","悬疑","喜剧",,"0.351 ","0.351 ",
"110","0.2%","1.3","<0.1%","1398580","小马鞭","上映87天","6","<0.1%","0.03","136.4万","34.9万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
"110","0.3%","0.4","<0.1%","1424182","猎杀","上映13天","29","<0.1%","0.03","136.4万","34.9万","中国
","恐怖","惊悚","悬疑",,"0.402 ","0.402 ",
"110","0.2%","1.0","<0.1%","1284979","饥饿游戏：鸣鸟与蛇之歌","上映55天","8","<0.1%","0.03","136.4万","34.9万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ",
"110","0.7%","0.6","<0.1%","1251043","合群路","上映30天","13","<0.1%","0.03","136.4万","34.9万","中国
","剧情","喜剧",,,"0.535 ","0.535 ",
"110","0.4%","0.3","<0.1%","1461252","兄弟，请注意","上映11天","23","<0.1%","0.02","136.4万","34.9万",,,,,,,,
"110","0.0%","0.1","<0.1%","1415055","冰建王国","上映24天","30","<0.1%","0.01","136.4万","34.9万","中国
","纪录片",,,,"0.273 ","0.273 ",
"110","0.2%","0.3","<0.1%","1458940","江豚·风时舞","点映","10","<0.1%","0.0","136.4万","34.9万","中国
","动画","爱情","奇幻","7","0.312 ","0.312 ",
"110","0.2%","0.3","<0.1%","345319","爱情三点半","上映13天","12","<0.1%","0.0","136.4万","34.9万","中国
","爱情",,,,"0.422 ","0.422 ",
"110","0.7%","1.0","<0.1%","1397103","古庙迷杀","上映55天","2","<0.1%","0.0","136.4万","34.9万","中国
","恐怖","惊悚",,,"0.371 ","0.371 ",
"110","0.0%","<0.1","<0.1%","1299292","天下无敌","上映14天","22","<0.1%","0.0","136.4万","34.9万","中国
","武侠",,,,"0.535 ","0.535 ",
"110","0.0%","0.0","<0.1%","1430688","热搜","上映42天","14","<0.1%","0.0","136.4万","34.9万","中国
","剧情","犯罪",,"9","0.266 ","0.266 ",
"111","3.6%","5.3","38.1%","1458876","年会不能停！","上映14天","96667","27.4%","1999.97","133.3万","35.2万","中国
","喜剧","剧情",,"10","0.382 ","0.382 ",
"111","3.1%","3.8","16.1%","1331905","金手指","上映13天","57209","16.2%","847.68","133.3万","35.2万","中国","剧情","犯罪",,"9","0.439 ","0.439 ",
"111","3.0%","3.3","11.6%","1207114","潜行","上映14天","48739","13.8%","613.16","133.3万","35.2万","中国","剧情","犯罪","动作","9","0.439 ","0.439 ",
"111","3.3%","3.5","7.5%","1385865","三大队","上映28天","27270","7.7%","396.98","133.3万","35.2万","中国
","剧情","犯罪",,"9","0.389 ","0.389 ",
"111","2.7%","3.7","5.6%","1260081","海王2：失落的王国","上映23天","20686","5.8%","294.37","133.3万","35.2万","美国
","动作","冒险","奇幻","9","0.490 ","0.490 ",
"111","1.7%","1.9","5.2%","1461561","一闪一闪亮星星","上映13天","40152","11.4%","276.96","133.3万","35.2万","中国
","爱情","奇幻",,"9","0.276 ","0.276 ",
"111","2.9%","2.7","3.5%","1463744","非诚勿扰3","上映13天","16811","4.7%","186.94","133.3万","35.2万","中国
","喜剧","爱情",,"9","0.392 ","0.392 ",
"111","77.6%","62.8","2.3%","1462645","孤军","上映15天","415","0.1%","123.59","133.3万","35.2万","中国
","剧情",,,,"0.485 ","0.485 ",
"111","2.4%","3.9","1.8%","1504098","泰勒·斯威夫特：时代巡回演唱会","上映12天","5415","1.5%","95.05","133.3万","35.2万","美国
","音乐","纪录片",,"10","0.312 ","0.312 ",
"111","2.9%","2.8","1.0%","1479147","照明商店","上映35天","5093","1.4%","55.87","133.3万","35.2万","中国
","剧情",,,"9","0.260 ","0.260 ",
"111","20.7%","21.2","0.9%","1509537","人民万岁","上映17天","578","0.1%","49.8","133.3万","35.2万","中国
","纪录片",,,,"0.686 ","0.686 ",
"111","2.9%","2.9","0.8%","1482315","名侦探柯南：黑铁的鱼影","上映27天","4711","1.3%","45.31","133.3万","35.2万","日本
","动画","悬疑","动作","9","0.456 ","0.456 ",
"111","1.7%","1.6","0.5%","1431800","舒克贝塔·五角飞碟","上映13天","5362","1.5%","31.32","133.3万","35.2万","中国
","动画","喜剧","冒险","9","0.261 ","0.261 ",
"111","56.4%","46.1","0.5%","1482089","我本是高山","上映49天","177","<0.1%","31.05","133.3万","35.2万","中国
","剧情",,,,"0.277 ","0.277 ",
"111","16.5%","18.5","0.2%","1474410","爆裂点","上映35天","180","<0.1%","15.59","133.3万","35.2万","中国","动作","警匪",,"9","0.408 ","0.408 ",
"111","1.6%","1.6","0.2%","1441467","怒潮","上映27天","2252","0.6%","14.23","133.3万","35.2万","中国
","犯罪","动作",,"9","0.378 ","0.378 ",
"111","0.5%","0.6","0.2%","1413066","天降大任","上映6天","6476","1.8%","13.47","133.3万","35.2万","中国
","喜剧","奇幻","冒险","9","0.240 ","0.240 ",
"111","4.8%","4.8","0.1%","1218085","旺卡","上映35天","509","0.1%","9.88","133.3万","35.2万","美国
","冒险","喜剧","家庭","9","0.260 ","0.260 ",
"111","3.1%","3.0","0.1%","1459756","狗神","上映28天","739","0.2%","8.37","133.3万","35.2万","法国
","犯罪","剧情",,"9","0.311 ","0.311 ",
"111","0.5%","0.6","0.1%","1356108","回西藏","上映1天","3295","0.9%","8.07","133.3万","35.2万","中国
","剧情",,,,"0.335 ","0.335 ",
"111","24.4%","25.4","<0.1%","1357214","皮壳之下","上映3天","33","<0.1%","4.11","133.3万","35.2万","中国
","悬疑","犯罪",,,"0.352 ","0.352 ",
"111","28.6%","55.6","<0.1%","1461204","仲肯","上映32天","18","<0.1%","3.9","133.3万","35.2万","中国
","剧情",,,,"0.327 ","0.327 ",
"111","1.4%","1.2","<0.1%","1451694","再见，李可乐","上映42天","692","0.1%","3.33","133.3万","35.2万","中国
","剧情","家庭",,"9","0.228 ","0.228 ",
"111","1.3%","1.2","<0.1%","1490806","蜡笔小新：新次元！超能力大决战","上映48天","825","0.2%","2.94","133.3万","35.2万","日本
","动画","喜剧","奇幻","9","0.386 ","0.386 ",
"111","40.0%","91.0","<0.1%","1439164","动物园里有什么？","点映","5","<0.1%","2.9","133.3万","35.2万","中国
","喜剧",,,"8","0.376 ","0.376 ",
"111","2.1%","10.8","<0.1%","1198835","极限奇援","零点场","68","<0.1%","2.57","133.3万","35.2万","中国
","动作","悬疑","喜剧",,"0.351 ","0.351 ",
"111","15.1%","17.2","<0.1%","1300093","吾爱敦煌","上映56天","35","<0.1%","2.11","133.3万","35.2万","中国
","剧情","传记","历史",,"0.230 ","0.230 ",
"111","18.4%","47.8","<0.1%","1443556","夏来冬往","上映2天","8","<0.1%","1.76","133.3万","35.2万","中国
","剧情",,,,"0.388 ","0.388 ",
"111","2.0%","1.7","<0.1%","1493351","飞鸭向前冲","上映35天","212","<0.1%","1.16","133.3万","35.2万","美国
","动画","喜剧",,"9","0.245 ","0.245 ",
"111","46.1%","85.8","<0.1%","1366178","夜幕将至","零点场","4","<0.1%","1.09","133.3万","35.2万","中国
","剧情",,,,"0.573 ","0.573 ",
"111","74.1%","58.3","<0.1%","1366363","烟火人间","点映","4","<0.1%","0.9","133.3万","35.2万","中国
","纪录片",,,,"0.335 ","0.335 ",
"111","1.2%","1.0","<0.1%","1298381","涉过愤怒的海","上映48天","150","<0.1%","0.65","133.3万","35.2万","中国
","剧情","犯罪","悬疑","9","0.317 ","0.317 ",
"111","1.3%","1.3","<0.1%","1355509","消失的收藏家","上映21天","163","<0.1%","0.61","133.3万","35.2万","中国
","剧情",,,,"0.428 ","0.428 ",
"111","100.0%","22.2","<0.1%","1397232","少年先锋","上映33天","9","<0.1%","0.6","133.3万","35.2万","中国
","剧情","儿童",,,"0.299 ","0.299 ",
"111","9.6%","15.6","<0.1%","1446134","开山人","上映45天","11","<0.1%","0.59","133.3万","35.2万","中国
","剧情","动作","现实","9","0.456 ","0.456 ",
"111","5.4%","4.7","<0.1%","1414041","汉文皇后（戏曲 越剧）","上映25天","30","<0.1%","0.54","133.3万","35.2万","中国
","剧情",,,,"0.140 ","0.140 ",
"111","8.7%","10.8","<0.1%","1280203","开国将帅授衔1955","上映49天","14","<0.1%","0.48","133.3万","35.2万","中国
","历史","剧情","战争",,"0.646 ","0.646 ",
"111","2.6%","2.3","<0.1%","1481790","星愿","上映49天","48","<0.1%","0.45","133.3万","35.2万","美国
","动画",,,"9","0.203 ","0.203 ",
"111","0.8%","0.8","<0.1%","1229055","寒单","上映7天","154","<0.1%","0.43","133.3万","35.2万","中国
","剧情",,,,"0.452 ","0.452 ",
"111","2.9%","11.4","<0.1%","1505569","大道十年","上映25天","8","<0.1%","0.39","133.3万","35.2万","中国
","纪录片",,,,"0.356 ","0.356 ",
"111","3.6%","10.4","<0.1%","1515202","涅槃重生","上映21天","12","<0.1%","0.35","133.3万","35.2万","中国
","剧情",,,,,,
"111","82.4%","40.0","<0.1%","1475123","光明使者周维忠","上映38天","2","<0.1%","0.32","133.3万","35.2万","中国
","传记",,,,"0.538 ","0.538 ",
"111","1.1%","1.0","<0.1%","1505746","诡摇铃","上映35天","106","<0.1%","0.31","133.3万","35.2万","中国
","恐怖","惊悚",,,"0.386 ","0.386 ",
"111","14.2%","30.0","<0.1%","1435106","让花儿绽放","上映28天","5","<0.1%","0.3","133.3万","35.2万","中国
","剧情",,,,"0.311 ","0.311 ",
"111","0.6%","0.7","<0.1%","1359725","瞒天过海","上映35天","103","<0.1%","0.28","133.3万","35.2万","中国
","剧情","悬疑","犯罪","9","0.240 ","0.240 ",
"111","2.0%","1.8","<0.1%","1244","红猪","上映56天","44","<0.1%","0.27","133.3万","35.2万","日本
","动画","冒险",,"9","0.442 ","0.442 ",
"111","4.9%","3.0","<0.1%","1216449","刀尖","上映49天","14","<0.1%","0.16","133.3万","35.2万","中国
","谍战",,,,"0.424 ","0.424 ",
"111","0.5%","0.4","<0.1%","1487331","金色面具英雄","上映14天","114","<0.1%","0.13","133.3万","35.2万","中国","动画","奇幻","冒险",,"0.345 ","0.345 ",
"111","5.3%","7.5","<0.1%","1418965","玩转门神","上映7天","4","<0.1%","0.09","133.3万","35.2万","中国
","剧情","喜剧",,,"0.325 ","0.325 ",
"111","0.4%","0.9","<0.1%","1284979","饥饿游戏：鸣鸟与蛇之歌","上映56天","14","<0.1%","0.05","133.3万","35.2万","美国
","动作","科幻","冒险","8","0.351 ","0.351 ",
"111","0.2%","0.5","<0.1%","1424182","猎杀","上映14天","23","<0.1%","0.03","133.3万","35.2万","中国
","恐怖","惊悚","悬疑",,"0.402 ","0.402 ",
"111","0.4%","1.2","<0.1%","1398580","小马鞭","上映88天","5","<0.1%","0.02","133.3万","35.2万","中国
","剧情","儿童",,,"0.300 ","0.300 ",
